DBN,school_year,student_q20_mental_health,student_q20_mental_health_label,student_q22_felt_happy,student_q22_felt_happy_label
17K531,2023-24,85.0,85.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
17K537,2023-24,91.0,91.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
17K539,2023-24,85.0,85.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
17K543,2023-24,88.0,88.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
17K546,2023-24,90.0,90.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
17K547,2023-24,86.0,86.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
17K548,2023-24,91.0,91.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
17K568,2023-24,92.0,92.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
17K590,2023-24,61.0,61.0% of students know where to get mental health support,60.0,60.0% of students felt happy at school
17K600,2023-24,79.0,79.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
17K646,2023-24,100.0,100.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
17K722,2023-24,85.0,85.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
17K745,2023-24,81.0,81.0% of students know where to get mental health support,60.0,60.0% of students felt happy at school
17K751,2023-24,61.0,61.0% of students know where to get mental health support,55.0,55.0% of students felt happy at school
18K066,2023-24,83.0,83.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
18K068,2023-24,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
18K211,2023-24,83.0,83.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
18K285,2023-24,81.0,81.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
18K366,2023-24,77.0,77.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
18K563,2023-24,66.0,66.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
18K566,2023-24,84.0,84.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
18K567,2023-24,84.0,84.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
18K569,2023-24,89.0,89.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
18K576,2023-24,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
18K578,2023-24,100.0,100.0% of students know where to get mental health support,97.0,97.0% of students felt happy at school
18K581,2023-24,85.0,85.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
18K588,2023-24,73.0,73.0% of students know where to get mental health support,58.0,58.0% of students felt happy at school
18K617,2023-24,99.0,99.0% of students know where to get mental health support,98.0,98.0% of students felt happy at school
18K629,2023-24,87.0,87.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
18K633,2023-24,89.0,89.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
18K635,2023-24,96.0,96.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
18K637,2023-24,87.0,87.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
18K642,2023-24,84.0,84.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
18K673,2023-24,95.0,95.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
18K763,2023-24,83.0,83.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
18K961,2023-24,,Data not available,,Data not available
19K089,2023-24,86.0,86.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
19K171,2023-24,86.0,86.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
19K218,2023-24,79.0,79.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
19K292,2023-24,82.0,82.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
19K364,2023-24,83.0,83.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
19K404,2023-24,80.0,80.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
19K409,2023-24,75.0,75.0% of students know where to get mental health support,61.0,61.0% of students felt happy at school
19K422,2023-24,83.0,83.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
19K452,2023-24,93.0,93.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
19K502,2023-24,84.0,84.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
19K504,2023-24,63.0,63.0% of students know where to get mental health support,59.0,59.0% of students felt happy at school
19K507,2023-24,83.0,83.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
19K510,2023-24,93.0,93.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
19K583,2023-24,89.0,89.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
19K615,2023-24,81.0,81.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
19K618,2023-24,85.0,85.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
19K639,2023-24,95.0,95.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
19K654,2023-24,69.0,69.0% of students know where to get mental health support,61.0,61.0% of students felt happy at school
19K659,2023-24,87.0,87.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
19K660,2023-24,76.0,76.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
19K661,2023-24,83.0,83.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
19K662,2023-24,82.0,82.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
19K663,2023-24,83.0,83.0% of students know where to get mental health support,61.0,61.0% of students felt happy at school
19K678,2023-24,66.0,66.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
