DBN,school_year,chronic_absent_count,chronic_absent_rate,chronic_absent_rate_label
10X307,2018-19,51.0,14.29,14.3% of students chronically absent
10X308,2018-19,72.0,26.28,26.3% of students chronically absent
10X310,2018-19,188.0,26.33,26.3% of students chronically absent
10X315,2018-19,62.0,26.16,26.2% of students chronically absent
10X331,2018-19,79.0,17.1,17.1% of students chronically absent
10X340,2018-19,224.0,34.95,35.0% of students chronically absent
10X342,2018-19,125.0,22.81,22.8% of students chronically absent
10X344,2018-19,63.0,16.54,16.5% of students chronically absent
10X351,2018-19,396.0,66.44,66.4% of students chronically absent
10X353,2018-19,158.0,28.73,28.7% of students chronically absent
10X360,2018-19,194.0,42.27,42.3% of students chronically absent
10X363,2018-19,152.0,25.25,25.2% of students chronically absent
10X368,2018-19,264.0,24.67,24.7% of students chronically absent
10X374,2018-19,212.0,45.2,45.2% of students chronically absent
10X382,2018-19,80.0,26.49,26.5% of students chronically absent
10X386,2018-19,144.0,22.82,22.8% of students chronically absent
10X390,2018-19,75.0,13.2,13.2% of students chronically absent
10X391,2018-19,134.0,25.14,25.1% of students chronically absent
10X396,2018-19,62.0,18.9,18.9% of students chronically absent
10X433,2018-19,208.0,47.71,47.7% of students chronically absent
10X434,2018-19,115.0,29.26,29.3% of students chronically absent
10X437,2018-19,82.0,25.39,25.4% of students chronically absent
10X438,2018-19,55.0,15.24,15.2% of students chronically absent
10X439,2018-19,183.0,43.88,43.9% of students chronically absent
10X440,2018-19,540.0,48.17,48.2% of students chronically absent
10X442,2018-19,127.0,29.6,29.6% of students chronically absent
10X445,2018-19,222.0,7.34,7.3% of students chronically absent
10X447,2018-19,98.0,20.72,20.7% of students chronically absent
10X459,2018-19,114.0,34.97,35.0% of students chronically absent
10X477,2018-19,85.0,18.56,18.6% of students chronically absent
10X524,2018-19,98.0,27.53,27.5% of students chronically absent
10X546,2018-19,220.0,56.41,56.4% of students chronically absent
10X549,2018-19,137.0,27.68,27.7% of students chronically absent
10X565,2018-19,226.0,52.44,52.4% of students chronically absent
10X696,2018-19,32.0,7.77,7.8% of students chronically absent
11X016,2018-19,170.0,44.97,45.0% of students chronically absent
11X019,2018-19,92.0,16.76,16.8% of students chronically absent
11X021,2018-19,260.0,36.31,36.3% of students chronically absent
11X041,2018-19,350.0,38.0,38.0% of students chronically absent
11X068,2018-19,207.0,29.91,29.9% of students chronically absent
11X076,2018-19,332.0,34.58,34.6% of students chronically absent
11X078,2018-19,355.0,39.36,39.4% of students chronically absent
11X083,2018-19,246.0,14.03,14.0% of students chronically absent
11X087,2018-19,179.0,28.14,28.1% of students chronically absent
11X089,2018-19,503.0,30.75,30.8% of students chronically absent
11X096,2018-19,308.0,33.15,33.1% of students chronically absent
11X097,2018-19,160.0,24.43,24.4% of students chronically absent
11X103,2018-19,468.0,42.09,42.1% of students chronically absent
11X105,2018-19,364.0,32.53,32.5% of students chronically absent
11X106,2018-19,312.0,26.33,26.3% of students chronically absent
11X108,2018-19,87.0,14.05,14.1% of students chronically absent
11X111,2018-19,314.0,44.41,44.4% of students chronically absent
11X112,2018-19,180.0,38.88,38.9% of students chronically absent
11X121,2018-19,262.0,29.47,29.5% of students chronically absent
11X127,2018-19,193.0,21.52,21.5% of students chronically absent
11X144,2018-19,188.0,36.36,36.4% of students chronically absent
11X153,2018-19,83.0,12.99,13.0% of students chronically absent
11X160,2018-19,70.0,17.41,17.4% of students chronically absent
11X169,2018-19,126.0,27.94,27.9% of students chronically absent
11X175,2018-19,20.0,6.1,6.1% of students chronically absent
11X178,2018-19,102.0,23.18,23.2% of students chronically absent
11X180,2018-19,143.0,13.7,13.7% of students chronically absent
11X181,2018-19,211.0,23.09,23.1% of students chronically absent
11X189,2018-19,140.0,33.57,33.6% of students chronically absent
11X194,2018-19,283.0,20.82,20.8% of students chronically absent
11X249,2018-19,46.0,15.28,15.3% of students chronically absent
11X253,2018-19,146.0,41.36,41.4% of students chronically absent
11X265,2018-19,201.0,50.12,50.1% of students chronically absent
11X270,2018-19,199.0,50.64,50.6% of students chronically absent
11X275,2018-19,184.0,32.28,32.3% of students chronically absent
11X287,2018-19,243.0,38.88,38.9% of students chronically absent
11X288,2018-19,174.0,27.8,27.8% of students chronically absent
11X290,2018-19,134.0,33.0,33.0% of students chronically absent
11X299,2018-19,214.0,42.71,42.7% of students chronically absent
11X326,2018-19,121.0,28.54,28.5% of students chronically absent
11X355,2018-19,87.0,26.85,26.9% of students chronically absent
11X357,2018-19,112.0,24.51,24.5% of students chronically absent
11X370,2018-19,145.0,30.79,30.8% of students chronically absent
11X418,2018-19,262.0,54.47,54.5% of students chronically absent
11X455,2018-19,572.0,25.67,25.7% of students chronically absent
11X462,2018-19,75.0,27.27,27.3% of students chronically absent
11X468,2018-19,96.0,26.59,26.6% of students chronically absent
11X481,2018-19,61.0,26.52,26.5% of students chronically absent
11X483,2018-19,70.0,38.67,38.7% of students chronically absent
11X498,2018-19,98.0,14.8,14.8% of students chronically absent
11X508,2018-19,243.0,50.52,50.5% of students chronically absent
11X509,2018-19,141.0,35.52,35.5% of students chronically absent
11X513,2018-19,119.0,29.31,29.3% of students chronically absent
11X514,2018-19,115.0,28.4,28.4% of students chronically absent
11X529,2018-19,84.0,23.86,23.9% of students chronically absent
11X532,2018-19,88.0,28.85,28.9% of students chronically absent
11X542,2018-19,174.0,33.33,33.3% of students chronically absent
11X544,2018-19,186.0,41.15,41.1% of students chronically absent
11X545,2018-19,226.0,67.26,67.3% of students chronically absent
11X556,2018-19,145.0,33.88,33.9% of students chronically absent
11X566,2018-19,177.0,35.4,35.4% of students chronically absent
11X567,2018-19,155.0,36.9,36.9% of students chronically absent
12X006,2018-19,287.0,49.23,49.2% of students chronically absent
12X044,2018-19,148.0,44.31,44.3% of students chronically absent
12X047,2018-19,281.0,24.39,24.4% of students chronically absent
12X057,2018-19,304.0,47.43,47.4% of students chronically absent
12X061,2018-19,105.0,32.31,32.3% of students chronically absent
12X066,2018-19,266.0,39.64,39.6% of students chronically absent
12X067,2018-19,251.0,46.14,46.1% of students chronically absent
12X098,2018-19,186.0,56.71,56.7% of students chronically absent
12X129,2018-19,148.0,26.38,26.4% of students chronically absent
12X134,2018-19,318.0,45.69,45.7% of students chronically absent
12X150,2018-19,313.0,37.58,37.6% of students chronically absent
12X190,2018-19,104.0,34.9,34.9% of students chronically absent
12X195,2018-19,302.0,31.59,31.6% of students chronically absent
12X196,2018-19,258.0,27.53,27.5% of students chronically absent
12X211,2018-19,82.0,13.64,13.6% of students chronically absent
12X212,2018-19,78.0,37.14,37.1% of students chronically absent
12X214,2018-19,479.0,39.72,39.7% of students chronically absent
12X217,2018-19,138.0,37.1,37.1% of students chronically absent
12X242,2018-19,209.0,30.56,30.6% of students chronically absent
12X248,2018-19,252.0,63.0,63.0% of students chronically absent
12X251,2018-19,209.0,56.49,56.5% of students chronically absent
12X267,2018-19,176.0,30.03,30.0% of students chronically absent
12X271,2018-19,309.0,42.8,42.8% of students chronically absent
12X273,2018-19,98.0,43.56,43.6% of students chronically absent
12X286,2018-19,78.0,25.66,25.7% of students chronically absent
12X300,2018-19,250.0,37.82,37.8% of students chronically absent
12X314,2018-19,113.0,34.35,34.4% of students chronically absent
12X316,2018-19,105.0,26.52,26.5% of students chronically absent
12X318,2018-19,109.0,39.49,39.5% of students chronically absent
12X341,2018-19,148.0,33.94,33.9% of students chronically absent
12X383,2018-19,131.0,38.64,38.6% of students chronically absent
12X388,2018-19,230.0,43.23,43.2% of students chronically absent
12X458,2018-19,27.0,10.51,10.5% of students chronically absent
12X463,2018-19,93.0,27.84,27.8% of students chronically absent
12X478,2018-19,123.0,37.61,37.6% of students chronically absent
12X479,2018-19,152.0,55.68,55.7% of students chronically absent
12X511,2018-19,219.0,48.78,48.8% of students chronically absent
12X521,2018-19,248.0,56.36,56.4% of students chronically absent
12X531,2018-19,202.0,38.55,38.5% of students chronically absent
12X536,2018-19,168.0,36.76,36.8% of students chronically absent
12X550,2018-19,200.0,42.64,42.6% of students chronically absent
12X595,2018-19,114.0,64.41,64.4% of students chronically absent
12X682,2018-19,311.0,63.47,63.5% of students chronically absent
12X684,2018-19,321.0,63.44,63.4% of students chronically absent
12X691,2018-19,86.0,25.29,25.3% of students chronically absent
13K003,2018-19,174.0,43.72,43.7% of students chronically absent
13K008,2018-19,98.0,10.61,10.6% of students chronically absent
13K009,2018-19,168.0,17.39,17.4% of students chronically absent
13K011,2018-19,141.0,15.29,15.3% of students chronically absent
13K020,2018-19,157.0,31.15,31.1% of students chronically absent
13K044,2018-19,64.0,47.76,47.8% of students chronically absent
13K046,2018-19,145.0,49.83,49.8% of students chronically absent
13K054,2018-19,101.0,42.44,42.4% of students chronically absent
13K056,2018-19,86.0,29.76,29.8% of students chronically absent
13K067,2018-19,94.0,38.84,38.8% of students chronically absent
13K093,2018-19,139.0,54.72,54.7% of students chronically absent
13K113,2018-19,111.0,30.83,30.8% of students chronically absent
13K133,2018-19,141.0,18.34,18.3% of students chronically absent
13K256,2018-19,136.0,50.75,50.8% of students chronically absent
13K265,2018-19,152.0,48.41,48.4% of students chronically absent
13K266,2018-19,49.0,29.7,29.7% of students chronically absent
13K270,2018-19,67.0,51.15,51.1% of students chronically absent
13K282,2018-19,200.0,29.28,29.3% of students chronically absent
13K287,2018-19,85.0,54.49,54.5% of students chronically absent
13K301,2018-19,49.0,47.12,47.1% of students chronically absent
13K305,2018-19,78.0,48.75,48.8% of students chronically absent
13K307,2018-19,160.0,39.31,39.3% of students chronically absent
13K313,2018-19,65.0,23.47,23.5% of students chronically absent
13K350,2018-19,111.0,52.11,52.1% of students chronically absent
13K351,2018-19,64.0,37.65,37.6% of students chronically absent
13K412,2018-19,205.0,46.59,46.6% of students chronically absent
13K419,2018-19,170.0,28.1,28.1% of students chronically absent
13K430,2018-19,612.0,10.31,10.3% of students chronically absent
13K439,2018-19,116.0,31.18,31.2% of students chronically absent
13K483,2018-19,178.0,38.7,38.7% of students chronically absent
13K492,2018-19,39.0,7.34,7.3% of students chronically absent
13K499,2018-19,114.0,71.7,71.7% of students chronically absent
13K527,2018-19,222.0,43.53,43.5% of students chronically absent
13K594,2018-19,109.0,59.24,59.2% of students chronically absent
13K595,2018-19,79.0,20.95,20.9% of students chronically absent
13K605,2018-19,298.0,36.21,36.2% of students chronically absent
13K670,2018-19,304.0,36.98,37.0% of students chronically absent
13K674,2018-19,120.0,27.65,27.6% of students chronically absent
13K691,2018-19,106.0,46.49,46.5% of students chronically absent
14K016,2018-19,103.0,42.21,42.2% of students chronically absent
14K017,2018-19,116.0,35.69,35.7% of students chronically absent
14K018,2018-19,80.0,38.65,38.6% of students chronically absent
14K023,2018-19,162.0,50.62,50.6% of students chronically absent
14K031,2018-19,129.0,20.0,20.0% of students chronically absent
14K034,2018-19,74.0,15.23,15.2% of students chronically absent
14K050,2018-19,101.0,29.62,29.6% of students chronically absent
14K059,2018-19,171.0,45.97,46.0% of students chronically absent
14K071,2018-19,212.0,39.92,39.9% of students chronically absent
14K084,2018-19,203.0,25.25,25.2% of students chronically absent
14K110,2018-19,84.0,14.66,14.7% of students chronically absent
14K120,2018-19,141.0,33.89,33.9% of students chronically absent
14K126,2018-19,134.0,34.81,34.8% of students chronically absent
14K132,2018-19,171.0,22.24,22.2% of students chronically absent
14K147,2018-19,137.0,35.96,36.0% of students chronically absent
14K157,2018-19,136.0,31.55,31.6% of students chronically absent
14K196,2018-19,123.0,35.04,35.0% of students chronically absent
14K250,2018-19,166.0,34.16,34.2% of students chronically absent
14K257,2018-19,190.0,30.4,30.4% of students chronically absent
14K297,2018-19,93.0,43.26,43.3% of students chronically absent
14K318,2018-19,195.0,15.96,16.0% of students chronically absent
14K319,2018-19,42.0,33.07,33.1% of students chronically absent
14K380,2018-19,161.0,27.15,27.1% of students chronically absent
14K414,2018-19,92.0,14.72,14.7% of students chronically absent
14K449,2018-19,173.0,24.68,24.7% of students chronically absent
14K454,2018-19,146.0,47.25,47.2% of students chronically absent
14K474,2018-19,366.0,51.69,51.7% of students chronically absent
14K477,2018-19,190.0,59.38,59.4% of students chronically absent
14K478,2018-19,382.0,43.56,43.6% of students chronically absent
14K488,2018-19,247.0,45.66,45.7% of students chronically absent
14K558,2018-19,100.0,17.21,17.2% of students chronically absent
14K561,2018-19,205.0,29.54,29.5% of students chronically absent
14K577,2018-19,58.0,11.72,11.7% of students chronically absent
14K582,2018-19,120.0,38.22,38.2% of students chronically absent
14K586,2018-19,238.0,48.67,48.7% of students chronically absent
14K610,2018-19,163.0,47.94,47.9% of students chronically absent
14K614,2018-19,144.0,36.73,36.7% of students chronically absent
14K685,2018-19,147.0,63.64,63.6% of students chronically absent
15K001,2018-19,222.0,17.73,17.7% of students chronically absent
15K010,2018-19,88.0,9.02,9.0% of students chronically absent
15K015,2018-19,163.0,32.15,32.1% of students chronically absent
15K024,2018-19,137.0,21.14,21.1% of students chronically absent
15K029,2018-19,46.0,4.77,4.8% of students chronically absent
15K032,2018-19,106.0,20.78,20.8% of students chronically absent
15K038,2018-19,180.0,28.39,28.4% of students chronically absent
15K039,2018-19,28.0,6.68,6.7% of students chronically absent
15K051,2018-19,59.0,5.13,5.1% of students chronically absent
15K058,2018-19,51.0,5.0,5.0% of students chronically absent
15K088,2018-19,298.0,20.15,20.1% of students chronically absent
15K094,2018-19,99.0,7.18,7.2% of students chronically absent
15K107,2018-19,40.0,7.18,7.2% of students chronically absent
15K118,2018-19,43.0,12.36,12.4% of students chronically absent
