DBN,school_year,ela_number_tested,ela_mean_scale_score,ela_pct_proficient,ela_pct_proficient_label
10X228,2017-18,265.0,606.5,60.0,60.0% ELA proficiency (Levels 3+4)
10X243,2017-18,271.0,594.9,33.58,33.6% ELA proficiency (Levels 3+4)
10X244,2017-18,696.0,598.0,39.51,39.5% ELA proficiency (Levels 3+4)
10X246,2017-18,377.0,586.0,18.3,18.3% ELA proficiency (Levels 3+4)
10X254,2017-18,411.0,592.2,26.76,26.8% ELA proficiency (Levels 3+4)
10X279,2017-18,720.0,593.4,26.67,26.7% ELA proficiency (Levels 3+4)
10X280,2017-18,576.0,596.7,35.94,35.9% ELA proficiency (Levels 3+4)
10X291,2017-18,304.0,598.5,39.14,39.1% ELA proficiency (Levels 3+4)
10X306,2017-18,357.0,589.5,26.05,26.1% ELA proficiency (Levels 3+4)
10X308,2017-18,244.0,599.8,43.03,43.0% ELA proficiency (Levels 3+4)
10X310,2017-18,320.0,593.2,29.69,29.7% ELA proficiency (Levels 3+4)
10X315,2017-18,168.0,600.0,42.26,42.3% ELA proficiency (Levels 3+4)
10X331,2017-18,347.0,594.6,30.26,30.3% ELA proficiency (Levels 3+4)
10X340,2017-18,278.0,594.3,30.58,30.6% ELA proficiency (Levels 3+4)
10X342,2017-18,120.0,586.6,21.67,21.7% ELA proficiency (Levels 3+4)
10X344,2017-18,190.0,603.8,51.05,51.0% ELA proficiency (Levels 3+4)
10X360,2017-18,185.0,594.8,41.08,41.1% ELA proficiency (Levels 3+4)
10X363,2017-18,502.0,590.8,23.31,23.3% ELA proficiency (Levels 3+4)
10X368,2017-18,450.0,596.2,38.0,38.0% ELA proficiency (Levels 3+4)
10X386,2017-18,243.0,586.6,18.93,18.9% ELA proficiency (Levels 3+4)
10X390,2017-18,477.0,593.0,31.66,31.7% ELA proficiency (Levels 3+4)
10X391,2017-18,483.0,584.3,16.56,16.6% ELA proficiency (Levels 3+4)
10X396,2017-18,144.0,585.4,18.06,18.1% ELA proficiency (Levels 3+4)
10X447,2017-18,427.0,595.0,33.26,33.3% ELA proficiency (Levels 3+4)
11X016,2017-18,183.0,596.6,34.97,35.0% ELA proficiency (Levels 3+4)
11X019,2017-18,320.0,605.6,55.31,55.3% ELA proficiency (Levels 3+4)
11X021,2017-18,367.0,591.9,26.43,26.4% ELA proficiency (Levels 3+4)
11X041,2017-18,448.0,596.5,40.4,40.4% ELA proficiency (Levels 3+4)
11X068,2017-18,335.0,598.8,43.58,43.6% ELA proficiency (Levels 3+4)
11X076,2017-18,487.0,588.7,21.97,22.0% ELA proficiency (Levels 3+4)
11X078,2017-18,409.0,592.2,28.12,28.1% ELA proficiency (Levels 3+4)
11X083,2017-18,1153.0,600.2,45.71,45.7% ELA proficiency (Levels 3+4)
11X087,2017-18,321.0,594.0,32.71,32.7% ELA proficiency (Levels 3+4)
11X089,2017-18,874.0,594.3,34.32,34.3% ELA proficiency (Levels 3+4)
11X096,2017-18,458.0,593.9,32.1,32.1% ELA proficiency (Levels 3+4)
11X097,2017-18,338.0,597.6,41.12,41.1% ELA proficiency (Levels 3+4)
11X103,2017-18,559.0,592.4,30.05,30.1% ELA proficiency (Levels 3+4)
11X105,2017-18,576.0,595.1,34.9,34.9% ELA proficiency (Levels 3+4)
11X106,2017-18,484.0,599.7,41.74,41.7% ELA proficiency (Levels 3+4)
11X108,2017-18,236.0,603.9,54.66,54.7% ELA proficiency (Levels 3+4)
11X111,2017-18,301.0,591.7,28.9,28.9% ELA proficiency (Levels 3+4)
11X112,2017-18,170.0,587.0,15.88,15.9% ELA proficiency (Levels 3+4)
11X121,2017-18,456.0,593.8,32.46,32.5% ELA proficiency (Levels 3+4)
11X127,2017-18,751.0,598.5,43.28,43.3% ELA proficiency (Levels 3+4)
11X144,2017-18,445.0,594.7,33.26,33.3% ELA proficiency (Levels 3+4)
11X153,2017-18,338.0,607.6,61.24,61.2% ELA proficiency (Levels 3+4)
11X160,2017-18,156.0,598.8,42.31,42.3% ELA proficiency (Levels 3+4)
11X169,2017-18,173.0,607.9,60.69,60.7% ELA proficiency (Levels 3+4)
11X175,2017-18,220.0,603.5,50.91,50.9% ELA proficiency (Levels 3+4)
11X178,2017-18,238.0,593.6,30.25,30.2% ELA proficiency (Levels 3+4)
11X180,2017-18,929.0,604.6,57.05,57.0% ELA proficiency (Levels 3+4)
11X181,2017-18,845.0,602.8,50.77,50.8% ELA proficiency (Levels 3+4)
11X189,2017-18,168.0,595.4,35.12,35.1% ELA proficiency (Levels 3+4)
11X194,2017-18,916.0,596.4,37.12,37.1% ELA proficiency (Levels 3+4)
11X287,2017-18,540.0,587.7,18.89,18.9% ELA proficiency (Levels 3+4)
11X326,2017-18,370.0,594.1,31.62,31.6% ELA proficiency (Levels 3+4)
11X355,2017-18,327.0,590.9,22.94,22.9% ELA proficiency (Levels 3+4)
11X357,2017-18,116.0,599.0,46.55,46.5% ELA proficiency (Levels 3+4)
11X370,2017-18,356.0,591.2,27.81,27.8% ELA proficiency (Levels 3+4)
11X462,2017-18,245.0,595.4,33.47,33.5% ELA proficiency (Levels 3+4)
11X468,2017-18,300.0,598.9,44.0,44.0% ELA proficiency (Levels 3+4)
11X498,2017-18,440.0,603.5,49.77,49.8% ELA proficiency (Levels 3+4)
11X529,2017-18,321.0,597.4,35.83,35.8% ELA proficiency (Levels 3+4)
11X532,2017-18,291.0,594.7,32.3,32.3% ELA proficiency (Levels 3+4)
11X556,2017-18,351.0,597.4,39.03,39.0% ELA proficiency (Levels 3+4)
11X566,2017-18,447.0,596.1,30.87,30.9% ELA proficiency (Levels 3+4)
11X567,2017-18,178.0,593.3,25.28,25.3% ELA proficiency (Levels 3+4)
12X006,2017-18,223.0,585.1,20.18,20.2% ELA proficiency (Levels 3+4)
12X044,2017-18,99.0,593.0,30.3,30.3% ELA proficiency (Levels 3+4)
12X047,2017-18,551.0,592.0,25.77,25.8% ELA proficiency (Levels 3+4)
12X057,2017-18,197.0,591.0,26.4,26.4% ELA proficiency (Levels 3+4)
12X061,2017-18,124.0,590.5,25.0,25.0% ELA proficiency (Levels 3+4)
12X066,2017-18,276.0,589.2,21.38,21.4% ELA proficiency (Levels 3+4)
12X067,2017-18,242.0,597.1,40.5,40.5% ELA proficiency (Levels 3+4)
12X129,2017-18,463.0,596.0,33.48,33.5% ELA proficiency (Levels 3+4)
12X134,2017-18,278.0,592.0,26.26,26.3% ELA proficiency (Levels 3+4)
12X150,2017-18,406.0,590.6,27.09,27.1% ELA proficiency (Levels 3+4)
12X190,2017-18,218.0,597.9,35.32,35.3% ELA proficiency (Levels 3+4)
12X195,2017-18,447.0,584.7,17.67,17.7% ELA proficiency (Levels 3+4)
12X196,2017-18,448.0,588.9,25.22,25.2% ELA proficiency (Levels 3+4)
12X211,2017-18,348.0,586.7,22.13,22.1% ELA proficiency (Levels 3+4)
12X214,2017-18,727.0,589.1,23.8,23.8% ELA proficiency (Levels 3+4)
12X217,2017-18,248.0,588.9,20.16,20.2% ELA proficiency (Levels 3+4)
12X242,2017-18,264.0,593.5,31.06,31.1% ELA proficiency (Levels 3+4)
12X267,2017-18,219.0,593.0,26.48,26.5% ELA proficiency (Levels 3+4)
12X271,2017-18,235.0,592.4,23.4,23.4% ELA proficiency (Levels 3+4)
12X273,2017-18,194.0,593.4,30.41,30.4% ELA proficiency (Levels 3+4)
12X286,2017-18,262.0,588.6,20.99,21.0% ELA proficiency (Levels 3+4)
12X300,2017-18,267.0,590.3,23.6,23.6% ELA proficiency (Levels 3+4)
12X314,2017-18,135.0,582.2,12.59,12.6% ELA proficiency (Levels 3+4)
12X316,2017-18,361.0,596.1,33.24,33.2% ELA proficiency (Levels 3+4)
12X318,2017-18,231.0,587.3,19.05,19.1% ELA proficiency (Levels 3+4)
12X341,2017-18,141.0,593.1,26.95,26.9% ELA proficiency (Levels 3+4)
12X383,2017-18,237.0,591.2,23.21,23.2% ELA proficiency (Levels 3+4)
12X458,2017-18,35.0,590.1,25.71,25.7% ELA proficiency (Levels 3+4)
12X463,2017-18,107.0,594.8,38.32,38.3% ELA proficiency (Levels 3+4)
12X531,2017-18,222.0,593.6,30.18,30.2% ELA proficiency (Levels 3+4)
12X536,2017-18,188.0,590.5,22.87,22.9% ELA proficiency (Levels 3+4)
12X691,2017-18,139.0,592.7,31.65,31.6% ELA proficiency (Levels 3+4)
13K003,2017-18,143.0,594.1,29.37,29.4% ELA proficiency (Levels 3+4)
13K008,2017-18,498.0,613.8,77.51,77.5% ELA proficiency (Levels 3+4)
13K009,2017-18,276.0,610.2,66.3,66.3% ELA proficiency (Levels 3+4)
13K011,2017-18,387.0,618.0,78.04,78.0% ELA proficiency (Levels 3+4)
13K020,2017-18,153.0,605.6,53.59,53.6% ELA proficiency (Levels 3+4)
13K044,2017-18,56.0,594.1,28.57,28.6% ELA proficiency (Levels 3+4)
13K046,2017-18,115.0,590.3,20.0,20.0% ELA proficiency (Levels 3+4)
13K054,2017-18,86.0,589.4,20.93,20.9% ELA proficiency (Levels 3+4)
13K056,2017-18,86.0,592.9,26.74,26.7% ELA proficiency (Levels 3+4)
13K067,2017-18,99.0,594.6,28.28,28.3% ELA proficiency (Levels 3+4)
13K093,2017-18,107.0,594.7,26.17,26.2% ELA proficiency (Levels 3+4)
13K113,2017-18,275.0,593.0,26.55,26.6% ELA proficiency (Levels 3+4)
13K133,2017-18,294.0,609.4,62.24,62.2% ELA proficiency (Levels 3+4)
13K256,2017-18,92.0,602.0,50.0,50.0% ELA proficiency (Levels 3+4)
13K266,2017-18,131.0,595.9,32.82,32.8% ELA proficiency (Levels 3+4)
13K270,2017-18,40.0,593.7,27.5,27.5% ELA proficiency (Levels 3+4)
13K282,2017-18,388.0,604.8,56.96,57.0% ELA proficiency (Levels 3+4)
13K287,2017-18,85.0,584.9,12.94,12.9% ELA proficiency (Levels 3+4)
13K301,2017-18,84.0,590.1,25.0,25.0% ELA proficiency (Levels 3+4)
13K307,2017-18,128.0,594.0,31.25,31.2% ELA proficiency (Levels 3+4)
13K313,2017-18,172.0,607.9,62.79,62.8% ELA proficiency (Levels 3+4)
13K351,2017-18,135.0,593.8,27.41,27.4% ELA proficiency (Levels 3+4)
13K492,2017-18,191.0,,,Data suppressed
13K527,2017-18,152.0,600.6,42.11,42.1% ELA proficiency (Levels 3+4)
13K691,2017-18,194.0,591.5,24.23,24.2% ELA proficiency (Levels 3+4)
14K016,2017-18,88.0,592.6,25.0,25.0% ELA proficiency (Levels 3+4)
14K017,2017-18,115.0,597.5,38.26,38.3% ELA proficiency (Levels 3+4)
14K018,2017-18,63.0,588.5,19.05,19.1% ELA proficiency (Levels 3+4)
14K023,2017-18,94.0,596.2,32.98,33.0% ELA proficiency (Levels 3+4)
14K031,2017-18,189.0,610.7,71.96,72.0% ELA proficiency (Levels 3+4)
14K034,2017-18,181.0,606.8,59.12,59.1% ELA proficiency (Levels 3+4)
14K050,2017-18,226.0,596.2,34.96,35.0% ELA proficiency (Levels 3+4)
14K059,2017-18,129.0,592.3,28.68,28.7% ELA proficiency (Levels 3+4)
14K071,2017-18,151.0,592.7,25.17,25.2% ELA proficiency (Levels 3+4)
14K084,2017-18,431.0,597.7,41.76,41.8% ELA proficiency (Levels 3+4)
14K110,2017-18,160.0,604.9,57.5,57.5% ELA proficiency (Levels 3+4)
14K120,2017-18,150.0,597.2,42.0,42.0% ELA proficiency (Levels 3+4)
14K126,2017-18,344.0,596.6,33.72,33.7% ELA proficiency (Levels 3+4)
14K132,2017-18,279.0,610.0,67.03,67.0% ELA proficiency (Levels 3+4)
14K147,2017-18,97.0,602.9,48.45,48.5% ELA proficiency (Levels 3+4)
14K157,2017-18,269.0,591.5,24.16,24.2% ELA proficiency (Levels 3+4)
14K196,2017-18,119.0,598.0,42.86,42.9% ELA proficiency (Levels 3+4)
14K250,2017-18,254.0,591.9,26.38,26.4% ELA proficiency (Levels 3+4)
14K257,2017-18,254.0,602.2,51.97,52.0% ELA proficiency (Levels 3+4)
14K297,2017-18,108.0,594.3,30.56,30.6% ELA proficiency (Levels 3+4)
14K318,2017-18,1112.0,599.6,42.81,42.8% ELA proficiency (Levels 3+4)
14K380,2017-18,250.0,602.1,47.6,47.6% ELA proficiency (Levels 3+4)
14K414,2017-18,279.0,604.8,56.63,56.6% ELA proficiency (Levels 3+4)
14K577,2017-18,441.0,606.8,56.01,56.0% ELA proficiency (Levels 3+4)
14K582,2017-18,214.0,600.1,42.99,43.0% ELA proficiency (Levels 3+4)
14K586,2017-18,142.0,588.2,15.49,15.5% ELA proficiency (Levels 3+4)
14K614,2017-18,137.0,600.6,47.45,47.5% ELA proficiency (Levels 3+4)
15K001,2017-18,542.0,593.9,31.0,31.0% ELA proficiency (Levels 3+4)
15K010,2017-18,374.0,612.9,73.8,73.8% ELA proficiency (Levels 3+4)
15K015,2017-18,136.0,596.1,37.5,37.5% ELA proficiency (Levels 3+4)
15K024,2017-18,283.0,589.4,20.14,20.1% ELA proficiency (Levels 3+4)
15K029,2017-18,365.0,614.6,74.25,74.2% ELA proficiency (Levels 3+4)
15K032,2017-18,225.0,613.1,66.22,66.2% ELA proficiency (Levels 3+4)
15K038,2017-18,218.0,609.2,63.3,63.3% ELA proficiency (Levels 3+4)
15K039,2017-18,175.0,621.7,86.86,86.9% ELA proficiency (Levels 3+4)
15K051,2017-18,960.0,619.3,83.96,84.0% ELA proficiency (Levels 3+4)
15K058,2017-18,391.0,614.6,79.28,79.3% ELA proficiency (Levels 3+4)
15K088,2017-18,1220.0,601.5,47.3,47.3% ELA proficiency (Levels 3+4)
15K094,2017-18,661.0,598.9,41.91,41.9% ELA proficiency (Levels 3+4)
15K107,2017-18,262.0,618.1,85.5,85.5% ELA proficiency (Levels 3+4)
15K118,2017-18,75.0,618.0,90.67,90.7% ELA proficiency (Levels 3+4)
15K124,2017-18,102.0,603.7,49.02,49.0% ELA proficiency (Levels 3+4)
15K130,2017-18,288.0,606.0,57.99,58.0% ELA proficiency (Levels 3+4)
15K131,2017-18,469.0,603.5,51.6,51.6% ELA proficiency (Levels 3+4)
15K136,2017-18,442.0,589.3,21.72,21.7% ELA proficiency (Levels 3+4)
15K146,2017-18,9.0,617.0,88.89,88.9% ELA proficiency (Levels 3+4)
15K154,2017-18,233.0,616.6,82.4,82.4% ELA proficiency (Levels 3+4)
15K169,2017-18,707.0,596.3,34.51,34.5% ELA proficiency (Levels 3+4)
15K172,2017-18,234.0,621.2,94.87,94.9% ELA proficiency (Levels 3+4)
15K230,2017-18,530.0,604.6,50.75,50.8% ELA proficiency (Levels 3+4)
15K261,2017-18,149.0,604.9,59.06,59.1% ELA proficiency (Levels 3+4)
15K295,2017-18,184.0,607.9,57.07,57.1% ELA proficiency (Levels 3+4)
15K321,2017-18,425.0,617.9,85.18,85.2% ELA proficiency (Levels 3+4)
15K442,2017-18,182.0,603.4,54.95,55.0% ELA proficiency (Levels 3+4)
15K443,2017-18,513.0,617.6,86.55,86.5% ELA proficiency (Levels 3+4)
15K447,2017-18,393.0,620.8,88.04,88.0% ELA proficiency (Levels 3+4)
15K448,2017-18,60.0,593.6,33.33,33.3% ELA proficiency (Levels 3+4)
15K464,2017-18,150.0,600.4,51.33,51.3% ELA proficiency (Levels 3+4)
15K497,2017-18,309.0,603.1,52.1,52.1% ELA proficiency (Levels 3+4)
15K516,2017-18,97.0,592.7,31.96,32.0% ELA proficiency (Levels 3+4)
15K676,2017-18,91.0,581.7,13.19,13.2% ELA proficiency (Levels 3+4)
15K821,2017-18,485.0,598.5,40.21,40.2% ELA proficiency (Levels 3+4)
15K839,2017-18,157.0,608.1,58.6,58.6% ELA proficiency (Levels 3+4)
16K005,2017-18,67.0,602.6,47.76,47.8% ELA proficiency (Levels 3+4)
16K021,2017-18,258.0,604.5,57.36,57.4% ELA proficiency (Levels 3+4)
16K025,2017-18,42.0,601.4,50.0,50.0% ELA proficiency (Levels 3+4)
16K026,2017-18,109.0,604.0,55.96,56.0% ELA proficiency (Levels 3+4)
16K035,2017-18,225.0,594.4,26.67,26.7% ELA proficiency (Levels 3+4)
16K040,2017-18,127.0,607.3,62.99,63.0% ELA proficiency (Levels 3+4)
16K057,2017-18,155.0,594.6,30.32,30.3% ELA proficiency (Levels 3+4)
16K081,2017-18,114.0,592.7,23.68,23.7% ELA proficiency (Levels 3+4)
16K243,2017-18,97.0,594.3,29.9,29.9% ELA proficiency (Levels 3+4)
16K262,2017-18,91.0,603.5,56.04,56.0% ELA proficiency (Levels 3+4)
16K267,2017-18,205.0,595.9,31.71,31.7% ELA proficiency (Levels 3+4)
16K308,2017-18,167.0,587.7,20.36,20.4% ELA proficiency (Levels 3+4)
16K309,2017-18,84.0,588.0,22.62,22.6% ELA proficiency (Levels 3+4)
16K335,2017-18,106.0,595.7,31.13,31.1% ELA proficiency (Levels 3+4)
16K627,2017-18,109.0,600.9,46.79,46.8% ELA proficiency (Levels 3+4)
16K628,2017-18,64.0,605.6,54.69,54.7% ELA proficiency (Levels 3+4)
16K681,2017-18,141.0,592.4,27.66,27.7% ELA proficiency (Levels 3+4)
17K002,2017-18,463.0,599.2,44.71,44.7% ELA proficiency (Levels 3+4)
17K006,2017-18,335.0,588.7,19.7,19.7% ELA proficiency (Levels 3+4)
17K012,2017-18,94.0,593.2,32.98,33.0% ELA proficiency (Levels 3+4)
17K061,2017-18,670.0,597.3,36.57,36.6% ELA proficiency (Levels 3+4)
17K091,2017-18,119.0,599.2,48.74,48.7% ELA proficiency (Levels 3+4)
17K092,2017-18,191.0,590.5,28.27,28.3% ELA proficiency (Levels 3+4)
17K138,2017-18,382.0,602.0,51.57,51.6% ELA proficiency (Levels 3+4)
17K161,2017-18,168.0,593.6,30.36,30.4% ELA proficiency (Levels 3+4)
17K181,2017-18,428.0,594.5,32.94,32.9% ELA proficiency (Levels 3+4)
17K189,2017-18,660.0,606.2,60.15,60.1% ELA proficiency (Levels 3+4)
17K191,2017-18,48.0,608.8,62.5,62.5% ELA proficiency (Levels 3+4)
17K221,2017-18,122.0,594.3,37.7,37.7% ELA proficiency (Levels 3+4)
17K241,2017-18,236.0,602.0,51.69,51.7% ELA proficiency (Levels 3+4)
17K246,2017-18,357.0,593.4,28.01,28.0% ELA proficiency (Levels 3+4)
17K249,2017-18,363.0,609.9,66.94,66.9% ELA proficiency (Levels 3+4)
17K289,2017-18,167.0,602.5,49.1,49.1% ELA proficiency (Levels 3+4)
17K316,2017-18,183.0,607.4,54.1,54.1% ELA proficiency (Levels 3+4)
17K340,2017-18,198.0,602.8,50.0,50.0% ELA proficiency (Levels 3+4)
17K352,2017-18,140.0,588.2,24.29,24.3% ELA proficiency (Levels 3+4)
17K353,2017-18,127.0,595.9,32.28,32.3% ELA proficiency (Levels 3+4)
17K354,2017-18,219.0,603.5,52.97,53.0% ELA proficiency (Levels 3+4)
17K375,2017-18,192.0,594.8,31.25,31.2% ELA proficiency (Levels 3+4)
17K382,2017-18,119.0,593.3,24.37,24.4% ELA proficiency (Levels 3+4)
17K394,2017-18,268.0,596.7,34.7,34.7% ELA proficiency (Levels 3+4)
17K397,2017-18,92.0,602.8,50.0,50.0% ELA proficiency (Levels 3+4)
17K398,2017-18,117.0,592.4,19.66,19.7% ELA proficiency (Levels 3+4)
17K399,2017-18,204.0,596.0,33.82,33.8% ELA proficiency (Levels 3+4)
17K484,2017-18,124.0,600.6,38.71,38.7% ELA proficiency (Levels 3+4)
17K532,2017-18,168.0,593.8,33.33,33.3% ELA proficiency (Levels 3+4)
17K543,2017-18,172.0,611.0,75.58,75.6% ELA proficiency (Levels 3+4)
17K590,2017-18,344.0,618.1,86.34,86.3% ELA proficiency (Levels 3+4)
17K705,2017-18,135.0,591.7,25.93,25.9% ELA proficiency (Levels 3+4)
17K722,2017-18,215.0,592.3,23.26,23.3% ELA proficiency (Levels 3+4)
17K770,2017-18,83.0,599.7,44.58,44.6% ELA proficiency (Levels 3+4)
18K066,2017-18,560.0,599.5,42.68,42.7% ELA proficiency (Levels 3+4)
18K068,2017-18,297.0,590.3,19.19,19.2% ELA proficiency (Levels 3+4)
18K114,2017-18,195.0,599.8,43.08,43.1% ELA proficiency (Levels 3+4)
18K115,2017-18,411.0,599.7,42.82,42.8% ELA proficiency (Levels 3+4)
18K135,2017-18,300.0,595.9,32.0,32.0% ELA proficiency (Levels 3+4)
18K208,2017-18,167.0,593.5,20.96,21.0% ELA proficiency (Levels 3+4)
18K211,2017-18,466.0,595.3,34.12,34.1% ELA proficiency (Levels 3+4)
18K219,2017-18,215.0,594.4,27.91,27.9% ELA proficiency (Levels 3+4)
18K233,2017-18,184.0,598.1,36.96,37.0% ELA proficiency (Levels 3+4)
18K235,2017-18,751.0,611.6,68.97,69.0% ELA proficiency (Levels 3+4)
18K244,2017-18,251.0,601.3,49.0,49.0% ELA proficiency (Levels 3+4)
18K268,2017-18,158.0,595.6,31.01,31.0% ELA proficiency (Levels 3+4)
18K272,2017-18,197.0,588.9,16.24,16.2% ELA proficiency (Levels 3+4)
18K276,2017-18,248.0,593.8,28.23,28.2% ELA proficiency (Levels 3+4)
18K279,2017-18,173.0,597.3,41.04,41.0% ELA proficiency (Levels 3+4)
18K285,2017-18,592.0,597.5,37.16,37.2% ELA proficiency (Levels 3+4)
18K366,2017-18,377.0,595.9,30.77,30.8% ELA proficiency (Levels 3+4)
18K581,2017-18,116.0,591.1,27.59,27.6% ELA proficiency (Levels 3+4)
18K588,2017-18,176.0,595.5,31.82,31.8% ELA proficiency (Levels 3+4)
18K763,2017-18,249.0,601.2,45.78,45.8% ELA proficiency (Levels 3+4)
19K007,2017-18,369.0,595.4,36.59,36.6% ELA proficiency (Levels 3+4)
19K013,2017-18,189.0,591.6,28.57,28.6% ELA proficiency (Levels 3+4)
19K065,2017-18,303.0,606.2,60.07,60.1% ELA proficiency (Levels 3+4)
19K089,2017-18,276.0,589.5,21.38,21.4% ELA proficiency (Levels 3+4)
19K108,2017-18,380.0,606.8,57.11,57.1% ELA proficiency (Levels 3+4)
19K149,2017-18,309.0,594.5,31.72,31.7% ELA proficiency (Levels 3+4)
19K158,2017-18,248.0,594.4,29.84,29.8% ELA proficiency (Levels 3+4)
19K159,2017-18,382.0,597.1,37.43,37.4% ELA proficiency (Levels 3+4)
19K171,2017-18,410.0,593.3,32.2,32.2% ELA proficiency (Levels 3+4)
19K190,2017-18,75.0,598.1,37.33,37.3% ELA proficiency (Levels 3+4)
19K202,2017-18,209.0,584.6,17.7,17.7% ELA proficiency (Levels 3+4)
19K213,2017-18,128.0,585.2,14.06,14.1% ELA proficiency (Levels 3+4)
19K214,2017-18,367.0,593.3,28.61,28.6% ELA proficiency (Levels 3+4)
19K218,2017-18,386.0,586.2,18.91,18.9% ELA proficiency (Levels 3+4)
19K224,2017-18,202.0,587.7,21.29,21.3% ELA proficiency (Levels 3+4)
19K273,2017-18,168.0,591.4,24.4,24.4% ELA proficiency (Levels 3+4)
19K290,2017-18,236.0,594.8,33.05,33.0% ELA proficiency (Levels 3+4)
19K292,2017-18,520.0,596.6,34.42,34.4% ELA proficiency (Levels 3+4)
19K306,2017-18,155.0,591.0,27.74,27.7% ELA proficiency (Levels 3+4)
19K325,2017-18,93.0,600.9,45.16,45.2% ELA proficiency (Levels 3+4)
19K328,2017-18,106.0,591.3,23.58,23.6% ELA proficiency (Levels 3+4)
19K345,2017-18,256.0,590.2,24.61,24.6% ELA proficiency (Levels 3+4)
19K346,2017-18,242.0,594.2,30.99,31.0% ELA proficiency (Levels 3+4)
19K404,2017-18,203.0,597.4,34.98,35.0% ELA proficiency (Levels 3+4)
19K409,2017-18,205.0,599.1,39.02,39.0% ELA proficiency (Levels 3+4)
19K422,2017-18,212.0,594.3,31.13,31.1% ELA proficiency (Levels 3+4)
19K452,2017-18,319.0,601.4,50.78,50.8% ELA proficiency (Levels 3+4)
19K557,2017-18,112.0,589.5,20.54,20.5% ELA proficiency (Levels 3+4)
19K654,2017-18,275.0,586.6,18.18,18.2% ELA proficiency (Levels 3+4)
19K661,2017-18,417.0,598.0,41.73,41.7% ELA proficiency (Levels 3+4)
19K662,2017-18,429.0,591.7,27.04,27.0% ELA proficiency (Levels 3+4)
19K663,2017-18,182.0,585.4,10.99,11.0% ELA proficiency (Levels 3+4)
19K677,2017-18,231.0,588.0,20.35,20.4% ELA proficiency (Levels 3+4)
19K678,2017-18,244.0,590.3,20.9,20.9% ELA proficiency (Levels 3+4)
19K760,2017-18,295.0,593.9,29.83,29.8% ELA proficiency (Levels 3+4)
20K030,2017-18,560.0,604.6,56.61,56.6% ELA proficiency (Levels 3+4)
20K048,2017-18,273.0,604.0,49.45,49.5% ELA proficiency (Levels 3+4)
20K062,2017-18,991.0,602.1,50.25,50.2% ELA proficiency (Levels 3+4)
20K069,2017-18,397.0,607.6,62.47,62.5% ELA proficiency (Levels 3+4)
20K102,2017-18,675.0,609.7,65.04,65.0% ELA proficiency (Levels 3+4)
20K104,2017-18,834.0,610.1,66.19,66.2% ELA proficiency (Levels 3+4)
20K105,2017-18,703.0,603.9,52.92,52.9% ELA proficiency (Levels 3+4)
20K112,2017-18,260.0,608.7,63.08,63.1% ELA proficiency (Levels 3+4)
20K127,2017-18,243.0,603.6,55.14,55.1% ELA proficiency (Levels 3+4)
20K160,2017-18,634.0,604.2,55.52,55.5% ELA proficiency (Levels 3+4)
20K163,2017-18,425.0,603.7,55.53,55.5% ELA proficiency (Levels 3+4)
20K164,2017-18,267.0,606.5,54.68,54.7% ELA proficiency (Levels 3+4)
20K170,2017-18,486.0,603.8,53.29,53.3% ELA proficiency (Levels 3+4)
20K176,2017-18,742.0,609.9,64.42,64.4% ELA proficiency (Levels 3+4)
20K179,2017-18,395.0,595.8,33.16,33.2% ELA proficiency (Levels 3+4)
20K180,2017-18,743.0,606.3,62.18,62.2% ELA proficiency (Levels 3+4)
20K185,2017-18,312.0,610.0,69.23,69.2% ELA proficiency (Levels 3+4)
20K186,2017-18,467.0,604.2,53.53,53.5% ELA proficiency (Levels 3+4)
20K187,2017-18,818.0,629.2,95.35,95.3% ELA proficiency (Levels 3+4)
20K192,2017-18,371.0,603.5,52.29,52.3% ELA proficiency (Levels 3+4)
20K200,2017-18,570.0,600.9,42.81,42.8% ELA proficiency (Levels 3+4)
20K201,2017-18,1532.0,612.0,73.04,73.0% ELA proficiency (Levels 3+4)
20K204,2017-18,547.0,612.8,71.85,71.8% ELA proficiency (Levels 3+4)
20K205,2017-18,572.0,607.8,62.41,62.4% ELA proficiency (Levels 3+4)
20K220,2017-18,1355.0,597.4,42.29,42.3% ELA proficiency (Levels 3+4)
20K223,2017-18,843.0,600.9,50.18,50.2% ELA proficiency (Levels 3+4)
20K227,2017-18,1443.0,597.8,43.87,43.9% ELA proficiency (Levels 3+4)
20K229,2017-18,771.0,610.8,67.06,67.1% ELA proficiency (Levels 3+4)
20K247,2017-18,403.0,611.7,68.98,69.0% ELA proficiency (Levels 3+4)
20K259,2017-18,1781.0,609.7,65.52,65.5% ELA proficiency (Levels 3+4)
20K264,2017-18,216.0,608.7,62.96,63.0% ELA proficiency (Levels 3+4)
20K310,2017-18,212.0,610.5,61.32,61.3% ELA proficiency (Levels 3+4)
20K503,2017-18,504.0,593.7,30.16,30.2% ELA proficiency (Levels 3+4)
20K506,2017-18,334.0,594.7,33.83,33.8% ELA proficiency (Levels 3+4)
20K609,2017-18,202.0,606.3,56.44,56.4% ELA proficiency (Levels 3+4)
20K682,2017-18,154.0,616.6,83.12,83.1% ELA proficiency (Levels 3+4)
20K686,2017-18,360.0,622.2,92.22,92.2% ELA proficiency (Levels 3+4)
20K748,2017-18,274.0,610.5,64.23,64.2% ELA proficiency (Levels 3+4)
20K971,2017-18,184.0,601.3,48.91,48.9% ELA proficiency (Levels 3+4)
