DBN,school_year,teacher_q119_disruptive_sel,teacher_q119_disruptive_sel_label,teacher_q120_access_supports,teacher_q120_access_supports_label
06M223,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
06M278,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
06M293,2023-24,60.0,60.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
06M311,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
06M314,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
06M319,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
06M322,2023-24,39.0,39.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
06M324,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
06M328,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
06M346,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
06M348,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
06M366,2023-24,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
06M368,2023-24,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
06M423,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
06M462,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
06M463,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
06M467,2023-24,56.0,56.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
06M468,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,62.0,62.0% of adults have access to behavioral/emotional supports
06M513,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
06M528,2023-24,53.0,53.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
06M540,2023-24,65.0,65.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
06M552,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
07X001,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
07X005,2023-24,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
07X018,2023-24,60.0,60.0% of adults recognize disruptive behavior as SEL opportunity,62.0,62.0% of adults have access to behavioral/emotional supports
07X025,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
07X029,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
07X030,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
07X031,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
07X043,2023-24,73.0,73.0% of adults recognize disruptive behavior as SEL opportunity,57.0,57.0% of adults have access to behavioral/emotional supports
07X049,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
07X065,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
07X154,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,58.0,58.0% of adults have access to behavioral/emotional supports
07X157,2023-24,66.0,66.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
07X161,2023-24,68.0,68.0% of adults recognize disruptive behavior as SEL opportunity,55.0,55.0% of adults have access to behavioral/emotional supports
07X179,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
07X221,2023-24,73.0,73.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
07X223,2023-24,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,66.0,66.0% of adults have access to behavioral/emotional supports
07X224,2023-24,29.0,29.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
07X259,2023-24,61.0,61.0% of adults recognize disruptive behavior as SEL opportunity,62.0,62.0% of adults have access to behavioral/emotional supports
07X277,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,55.0,55.0% of adults have access to behavioral/emotional supports
07X296,2023-24,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
07X298,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
07X334,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
07X343,2023-24,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
07X359,2023-24,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
07X369,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
07X379,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
07X381,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
07X427,2023-24,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
07X473,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
07X495,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
07X500,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
07X522,2023-24,57.0,57.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
07X527,2023-24,54.0,54.0% of adults recognize disruptive behavior as SEL opportunity,62.0,62.0% of adults have access to behavioral/emotional supports
07X548,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
07X551,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
07X557,2023-24,68.0,68.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
07X584,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
07X600,2023-24,54.0,54.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
07X625,2023-24,59.0,59.0% of adults recognize disruptive behavior as SEL opportunity,47.0,47.0% of adults have access to behavioral/emotional supports
07X642,2023-24,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
07X670,2023-24,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
08X014,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,68.0,68.0% of adults have access to behavioral/emotional supports
08X036,2023-24,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
08X048,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,69.0,69.0% of adults have access to behavioral/emotional supports
08X062,2023-24,68.0,68.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
08X069,2023-24,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,64.0,64.0% of adults have access to behavioral/emotional supports
08X071,2023-24,60.0,60.0% of adults recognize disruptive behavior as SEL opportunity,66.0,66.0% of adults have access to behavioral/emotional supports
08X072,2023-24,56.0,56.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
08X075,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
08X093,2023-24,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
08X100,2023-24,95.0,95.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
08X101,2023-24,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
08X107,2023-24,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
08X119,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
08X123,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
08X130,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
08X131,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
08X138,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
