DBN,school_year,suspension_total,suspension_rate,suspension_rate_label
16K681,2021-22,6.0,2.84,2.8% of students suspended
16K688,2021-22,24.0,14.81,14.8% of students suspended
16K765,2021-22,19.0,12.34,12.3% of students suspended
16K898,2021-22,,,Data suppressed
17K002,2021-22,7.0,1.96,2.0% of students suspended
17K006,2021-22,,,Data suppressed
17K012,2021-22,8.0,4.04,4.0% of students suspended
17K061,2021-22,35.0,7.76,7.8% of students suspended
17K091,2021-22,,,Data suppressed
17K092,2021-22,0.0,0.0,0.0% of students suspended
17K122,2021-22,6.0,1.1,1.1% of students suspended
17K138,2021-22,40.0,8.6,8.6% of students suspended
17K161,2021-22,0.0,0.0,0.0% of students suspended
17K181,2021-22,23.0,4.05,4.0% of students suspended
17K189,2021-22,33.0,3.67,3.7% of students suspended
17K191,2021-22,0.0,0.0,0.0% of students suspended
17K221,2021-22,0.0,0.0,0.0% of students suspended
17K241,2021-22,,,Data suppressed
17K246,2021-22,28.0,8.95,8.9% of students suspended
17K249,2021-22,0.0,0.0,0.0% of students suspended
17K289,2021-22,0.0,0.0,0.0% of students suspended
17K316,2021-22,0.0,0.0,0.0% of students suspended
17K340,2021-22,16.0,8.79,8.8% of students suspended
17K352,2021-22,8.0,6.72,6.7% of students suspended
17K353,2021-22,18.0,13.64,13.6% of students suspended
17K354,2021-22,6.0,2.27,2.3% of students suspended
17K375,2021-22,10.0,3.97,4.0% of students suspended
17K382,2021-22,8.0,2.09,2.1% of students suspended
17K394,2021-22,15.0,5.49,5.5% of students suspended
17K397,2021-22,0.0,0.0,0.0% of students suspended
17K398,2021-22,,,Data suppressed
17K399,2021-22,0.0,0.0,0.0% of students suspended
17K408,2021-22,7.0,2.24,2.2% of students suspended
17K484,2021-22,24.0,15.09,15.1% of students suspended
17K524,2021-22,28.0,9.15,9.2% of students suspended
17K528,2021-22,35.0,15.56,15.6% of students suspended
17K531,2021-22,55.0,,Data suppressed
17K532,2021-22,,,Data suppressed
17K537,2021-22,46.0,9.66,9.7% of students suspended
17K539,2021-22,18.0,7.96,8.0% of students suspended
17K543,2021-22,20.0,3.16,3.2% of students suspended
17K546,2021-22,76.0,15.57,15.6% of students suspended
17K547,2021-22,55.0,17.63,17.6% of students suspended
17K548,2021-22,40.0,14.81,14.8% of students suspended
17K568,2021-22,15.0,22.73,22.7% of students suspended
17K590,2021-22,29.0,2.01,2.0% of students suspended
17K600,2021-22,31.0,2.32,2.3% of students suspended
17K646,2021-22,,,Data suppressed
17K705,2021-22,,,Data suppressed
17K722,2021-22,,,Data suppressed
17K745,2021-22,21.0,3.89,3.9% of students suspended
17K751,2021-22,31.0,12.2,12.2% of students suspended
17K770,2021-22,7.0,2.39,2.4% of students suspended
18K066,2021-22,27.0,4.4,4.4% of students suspended
18K068,2021-22,17.0,7.52,7.5% of students suspended
18K114,2021-22,,,Data suppressed
18K115,2021-22,24.0,3.12,3.1% of students suspended
18K135,2021-22,0.0,0.0,0.0% of students suspended
18K208,2021-22,0.0,0.0,0.0% of students suspended
18K211,2021-22,6.0,2.8,2.8% of students suspended
18K219,2021-22,,,Data suppressed
18K233,2021-22,0.0,0.0,0.0% of students suspended
18K235,2021-22,6.0,0.59,0.6% of students suspended
18K244,2021-22,0.0,0.0,0.0% of students suspended
18K268,2021-22,6.0,2.46,2.5% of students suspended
18K272,2021-22,10.0,2.83,2.8% of students suspended
18K276,2021-22,,,Data suppressed
18K279,2021-22,0.0,0.0,0.0% of students suspended
18K285,2021-22,75.0,12.76,12.8% of students suspended
18K366,2021-22,68.0,19.15,19.1% of students suspended
18K563,2021-22,28.0,7.53,7.5% of students suspended
18K566,2021-22,29.0,13.55,13.6% of students suspended
18K567,2021-22,40.0,19.05,19.1% of students suspended
18K569,2021-22,56.0,31.64,31.6% of students suspended
18K576,2021-22,23.0,9.62,9.6% of students suspended
18K578,2021-22,0.0,0.0,0.0% of students suspended
18K581,2021-22,7.0,4.46,4.5% of students suspended
18K588,2021-22,22.0,13.92,13.9% of students suspended
18K617,2021-22,35.0,13.57,13.6% of students suspended
18K629,2021-22,44.0,21.57,21.6% of students suspended
18K633,2021-22,35.0,7.63,7.6% of students suspended
18K635,2021-22,17.0,11.26,11.3% of students suspended
18K637,2021-22,8.0,2.21,2.2% of students suspended
18K642,2021-22,,,Data suppressed
18K673,2021-22,13.0,8.12,8.1% of students suspended
18K763,2021-22,,,Data suppressed
19K007,2021-22,10.0,1.5,1.5% of students suspended
19K013,2021-22,,,Data suppressed
19K065,2021-22,,,Data suppressed
19K089,2021-22,66.0,14.54,14.5% of students suspended
19K108,2021-22,,,Data suppressed
19K149,2021-22,,,Data suppressed
19K158,2021-22,,,Data suppressed
19K159,2021-22,12.0,1.88,1.9% of students suspended
19K171,2021-22,30.0,9.87,9.9% of students suspended
19K190,2021-22,0.0,0.0,0.0% of students suspended
19K202,2021-22,,,Data suppressed
19K213,2021-22,23.0,9.75,9.8% of students suspended
19K214,2021-22,6.0,0.78,0.8% of students suspended
19K218,2021-22,53.0,17.32,17.3% of students suspended
19K224,2021-22,0.0,0.0,0.0% of students suspended
19K273,2021-22,,,Data suppressed
19K290,2021-22,,,Data suppressed
19K292,2021-22,12.0,2.95,3.0% of students suspended
19K306,2021-22,,,Data suppressed
19K325,2021-22,0.0,0.0,0.0% of students suspended
19K328,2021-22,,,Data suppressed
19K345,2021-22,0.0,0.0,0.0% of students suspended
19K346,2021-22,,,Data suppressed
19K364,2021-22,18.0,,Data suppressed
19K404,2021-22,72.0,13.61,13.6% of students suspended
19K409,2021-22,61.0,9.95,9.9% of students suspended
19K422,2021-22,65.0,13.24,13.2% of students suspended
19K452,2021-22,28.0,12.67,12.7% of students suspended
19K502,2021-22,10.0,4.18,4.2% of students suspended
19K504,2021-22,6.0,,Data suppressed
19K507,2021-22,0.0,0.0,0.0% of students suspended
19K510,2021-22,17.0,11.49,11.5% of students suspended
19K557,2021-22,0.0,0.0,0.0% of students suspended
19K583,2021-22,31.0,8.83,8.8% of students suspended
19K615,2021-22,51.0,6.26,6.3% of students suspended
19K618,2021-22,33.0,7.95,8.0% of students suspended
19K639,2021-22,31.0,8.76,8.8% of students suspended
19K654,2021-22,46.0,19.57,19.6% of students suspended
19K659,2021-22,27.0,6.91,6.9% of students suspended
19K660,2021-22,38.0,9.09,9.1% of students suspended
19K661,2021-22,7.0,1.58,1.6% of students suspended
19K662,2021-22,7.0,1.46,1.5% of students suspended
19K663,2021-22,18.0,18.75,18.8% of students suspended
19K677,2021-22,0.0,0.0,0.0% of students suspended
19K678,2021-22,20.0,8.16,8.2% of students suspended
19K683,2021-22,15.0,5.95,6.0% of students suspended
19K760,2021-22,0.0,0.0,0.0% of students suspended
19K764,2021-22,17.0,5.06,5.1% of students suspended
19K907,2021-22,13.0,8.28,8.3% of students suspended
19K935,2021-22,0.0,0.0,0.0% of students suspended
19K938,2021-22,0.0,0.0,0.0% of students suspended
19K953,2021-22,13.0,9.22,9.2% of students suspended
20K030,2021-22,49.0,5.09,5.1% of students suspended
20K048,2021-22,9.0,1.74,1.7% of students suspended
20K062,2021-22,41.0,4.28,4.3% of students suspended
20K069,2021-22,11.0,1.71,1.7% of students suspended
20K102,2021-22,0.0,0.0,0.0% of students suspended
20K104,2021-22,31.0,2.8,2.8% of students suspended
20K105,2021-22,,,Data suppressed
20K112,2021-22,,,Data suppressed
20K127,2021-22,,,Data suppressed
20K160,2021-22,0.0,0.0,0.0% of students suspended
20K163,2021-22,0.0,0.0,0.0% of students suspended
20K164,2021-22,,,Data suppressed
20K170,2021-22,,,Data suppressed
20K176,2021-22,0.0,0.0,0.0% of students suspended
20K179,2021-22,20.0,2.79,2.8% of students suspended
20K180,2021-22,44.0,4.61,4.6% of students suspended
20K185,2021-22,0.0,0.0,0.0% of students suspended
20K186,2021-22,23.0,2.29,2.3% of students suspended
20K187,2021-22,26.0,2.81,2.8% of students suspended
20K192,2021-22,19.0,3.24,3.2% of students suspended
20K200,2021-22,20.0,1.59,1.6% of students suspended
20K201,2021-22,26.0,1.66,1.7% of students suspended
20K204,2021-22,0.0,0.0,0.0% of students suspended
20K205,2021-22,,,Data suppressed
20K220,2021-22,99.0,7.93,7.9% of students suspended
20K223,2021-22,14.0,1.77,1.8% of students suspended
20K227,2021-22,117.0,7.88,7.9% of students suspended
20K229,2021-22,10.0,0.84,0.8% of students suspended
20K247,2021-22,0.0,0.0,0.0% of students suspended
20K259,2021-22,82.0,5.28,5.3% of students suspended
20K264,2021-22,0.0,0.0,0.0% of students suspended
20K310,2021-22,,,Data suppressed
20K445,2021-22,37.0,1.11,1.1% of students suspended
20K485,2021-22,,,Data suppressed
20K490,2021-22,126.0,3.02,3.0% of students suspended
20K503,2021-22,,,Data suppressed
20K505,2021-22,196.0,6.13,6.1% of students suspended
20K506,2021-22,14.0,2.62,2.6% of students suspended
20K609,2021-22,33.0,6.17,6.2% of students suspended
20K682,2021-22,0.0,0.0,0.0% of students suspended
20K686,2021-22,,,Data suppressed
20K748,2021-22,8.0,1.72,1.7% of students suspended
20K920,2021-22,0.0,,Data suppressed
20K921,2021-22,0.0,,Data suppressed
20K936,2021-22,8.0,2.63,2.6% of students suspended
20K939,2021-22,0.0,0.0,0.0% of students suspended
20K971,2021-22,0.0,0.0,0.0% of students suspended
21K090,2021-22,0.0,0.0,0.0% of students suspended
21K095,2021-22,38.0,4.02,4.0% of students suspended
21K096,2021-22,148.0,18.78,18.8% of students suspended
21K097,2021-22,,,Data suppressed
21K098,2021-22,98.0,6.36,6.4% of students suspended
21K099,2021-22,41.0,5.12,5.1% of students suspended
21K100,2021-22,,,Data suppressed
21K101,2021-22,21.0,2.11,2.1% of students suspended
21K121,2021-22,,,Data suppressed
21K128,2021-22,0.0,0.0,0.0% of students suspended
21K153,2021-22,16.0,3.0,3.0% of students suspended
21K177,2021-22,8.0,0.91,0.9% of students suspended
21K188,2021-22,,,Data suppressed
21K199,2021-22,12.0,2.31,2.3% of students suspended
21K209,2021-22,,,Data suppressed
21K212,2021-22,11.0,1.88,1.9% of students suspended
21K215,2021-22,11.0,1.54,1.5% of students suspended
21K216,2021-22,9.0,1.35,1.4% of students suspended
21K225,2021-22,28.0,3.19,3.2% of students suspended
21K226,2021-22,57.0,6.42,6.4% of students suspended
21K228,2021-22,67.0,4.31,4.3% of students suspended
21K238,2021-22,47.0,8.16,8.2% of students suspended
21K239,2021-22,15.0,1.21,1.2% of students suspended
21K253,2021-22,18.0,2.17,2.2% of students suspended
21K281,2021-22,71.0,6.06,6.1% of students suspended
21K288,2021-22,18.0,3.27,3.3% of students suspended
21K303,2021-22,73.0,17.18,17.2% of students suspended
21K329,2021-22,,,Data suppressed
21K337,2021-22,13.0,3.72,3.7% of students suspended
21K344,2021-22,25.0,4.21,4.2% of students suspended
21K348,2021-22,52.0,15.81,15.8% of students suspended
21K410,2021-22,60.0,3.02,3.0% of students suspended
21K468,2021-22,64.0,8.66,8.7% of students suspended
21K525,2021-22,153.0,4.18,4.2% of students suspended
21K540,2021-22,109.0,4.96,5.0% of students suspended
21K559,2021-22,22.0,8.37,8.4% of students suspended
21K572,2021-22,12.0,3.17,3.2% of students suspended
21K620,2021-22,94.0,16.18,16.2% of students suspended
21K690,2021-22,74.0,8.15,8.2% of students suspended
21K728,2021-22,33.0,17.01,17.0% of students suspended
22K014,2021-22,43.0,9.17,9.2% of students suspended
22K052,2021-22,0.0,0.0,0.0% of students suspended
22K078,2021-22,57.0,11.4,11.4% of students suspended
22K109,2021-22,79.0,16.6,16.6% of students suspended
22K119,2021-22,0.0,0.0,0.0% of students suspended
22K134,2021-22,0.0,0.0,0.0% of students suspended
22K139,2021-22,24.0,3.13,3.1% of students suspended
22K152,2021-22,,,Data suppressed
22K193,2021-22,0.0,0.0,0.0% of students suspended
22K194,2021-22,6.0,1.23,1.2% of students suspended
22K195,2021-22,,,Data suppressed
22K197,2021-22,11.0,1.27,1.3% of students suspended
22K198,2021-22,,,Data suppressed
22K203,2021-22,9.0,1.64,1.6% of students suspended
22K206,2021-22,93.0,6.32,6.3% of students suspended
22K207,2021-22,27.0,2.93,2.9% of students suspended
22K217,2021-22,0.0,0.0,0.0% of students suspended
22K222,2021-22,17.0,2.41,2.4% of students suspended
22K234,2021-22,54.0,4.16,4.2% of students suspended
22K236,2021-22,,,Data suppressed
22K240,2021-22,28.0,5.74,5.7% of students suspended
22K245,2021-22,,,Data suppressed
22K251,2021-22,,,Data suppressed
22K254,2021-22,,,Data suppressed
22K255,2021-22,,,Data suppressed
22K277,2021-22,,,Data suppressed
22K278,2021-22,44.0,3.7,3.7% of students suspended
22K312,2021-22,18.0,2.78,2.8% of students suspended
22K315,2021-22,,,Data suppressed
22K326,2021-22,0.0,0.0,0.0% of students suspended
22K361,2021-22,,,Data suppressed
22K381,2021-22,34.0,10.43,10.4% of students suspended
22K405,2021-22,70.0,1.73,1.7% of students suspended
22K425,2021-22,103.0,2.93,2.9% of students suspended
22K535,2021-22,15.0,1.56,1.6% of students suspended
22K555,2021-22,14.0,2.15,2.1% of students suspended
22K611,2021-22,46.0,10.95,10.9% of students suspended
22K630,2021-22,9.0,5.7,5.7% of students suspended
22K889,2021-22,0.0,0.0,0.0% of students suspended
22K890,2021-22,,,Data suppressed
23K041,2021-22,44.0,18.03,18.0% of students suspended
23K137,2021-22,0.0,0.0,0.0% of students suspended
23K150,2021-22,0.0,0.0,0.0% of students suspended
23K155,2021-22,8.0,2.54,2.5% of students suspended
23K156,2021-22,10.0,2.15,2.1% of students suspended
23K165,2021-22,0.0,0.0,0.0% of students suspended
23K178,2021-22,30.0,10.56,10.6% of students suspended
23K184,2021-22,22.0,5.0,5.0% of students suspended
23K284,2021-22,0.0,0.0,0.0% of students suspended
23K298,2021-22,0.0,0.0,0.0% of students suspended
23K323,2021-22,,,Data suppressed
23K327,2021-22,,,Data suppressed
23K363,2021-22,35.0,13.26,13.3% of students suspended
23K392,2021-22,,,Data suppressed
23K401,2021-22,,,Data suppressed
23K446,2021-22,0.0,0.0,0.0% of students suspended
23K493,2021-22,63.0,15.99,16.0% of students suspended
23K514,2021-22,13.0,7.69,7.7% of students suspended
23K518,2021-22,20.0,20.2,20.2% of students suspended
23K522,2021-22,0.0,0.0,0.0% of students suspended
23K599,2021-22,0.0,0.0,0.0% of students suspended
23K643,2021-22,0.0,0.0,0.0% of students suspended
23K644,2021-22,,,Data suppressed
23K647,2021-22,,,Data suppressed
23K664,2021-22,6.0,3.97,4.0% of students suspended
23K668,2021-22,12.0,9.38,9.4% of students suspended
23K671,2021-22,17.0,9.24,9.2% of students suspended
23K697,2021-22,22.0,15.6,15.6% of students suspended
24Q005,2021-22,137.0,8.75,8.8% of students suspended
24Q007,2021-22,24.0,2.01,2.0% of students suspended
24Q012,2021-22,18.0,1.9,1.9% of students suspended
24Q013,2021-22,8.0,0.72,0.7% of students suspended
24Q014,2021-22,9.0,0.79,0.8% of students suspended
24Q016,2021-22,0.0,0.0,0.0% of students suspended
24Q019,2021-22,10.0,0.59,0.6% of students suspended
24Q028,2021-22,0.0,0.0,0.0% of students suspended
24Q049,2021-22,20.0,1.73,1.7% of students suspended
24Q058,2021-22,23.0,2.78,2.8% of students suspended
24Q061,2021-22,68.0,3.24,3.2% of students suspended
24Q068,2021-22,0.0,0.0,0.0% of students suspended
24Q071,2021-22,0.0,0.0,0.0% of students suspended
24Q073,2021-22,214.0,10.97,11.0% of students suspended
24Q077,2021-22,77.0,10.78,10.8% of students suspended
24Q081,2021-22,0.0,0.0,0.0% of students suspended
24Q087,2021-22,29.0,5.43,5.4% of students suspended
24Q088,2021-22,10.0,1.5,1.5% of students suspended
24Q089,2021-22,0.0,0.0,0.0% of students suspended
24Q091,2021-22,0.0,0.0,0.0% of students suspended
24Q093,2021-22,28.0,2.75,2.8% of students suspended
24Q102,2021-22,9.0,0.75,0.8% of students suspended
24Q110,2021-22,0.0,0.0,0.0% of students suspended
24Q113,2021-22,15.0,1.88,1.9% of students suspended
24Q119,2021-22,39.0,3.21,3.2% of students suspended
24Q125,2021-22,126.0,8.4,8.4% of students suspended
24Q128,2021-22,28.0,4.12,4.1% of students suspended
24Q143,2021-22,0.0,0.0,0.0% of students suspended
24Q153,2021-22,,,Data suppressed
24Q199,2021-22,,,Data suppressed
24Q211,2021-22,0.0,0.0,0.0% of students suspended
24Q229,2021-22,,,Data suppressed
24Q236,2021-22,10.0,3.79,3.8% of students suspended
24Q239,2021-22,,,Data suppressed
24Q264,2021-22,25.0,3.26,3.3% of students suspended
24Q267,2021-22,23.0,5.91,5.9% of students suspended
24Q290,2021-22,0.0,0.0,0.0% of students suspended
24Q293,2021-22,18.0,2.85,2.9% of students suspended
24Q296,2021-22,,,Data suppressed
24Q299,2021-22,8.0,1.19,1.2% of students suspended
24Q305,2021-22,0.0,0.0,0.0% of students suspended
24Q307,2021-22,0.0,0.0,0.0% of students suspended
24Q311,2021-22,36.0,4.86,4.9% of students suspended
24Q330,2021-22,,,Data suppressed
24Q343,2021-22,,,Data suppressed
24Q455,2021-22,20.0,1.17,1.2% of students suspended
24Q485,2021-22,77.0,5.16,5.2% of students suspended
24Q520,2021-22,0.0,0.0,0.0% of students suspended
24Q530,2021-22,,,Data suppressed
24Q550,2021-22,13.0,1.71,1.7% of students suspended
24Q560,2021-22,,,Data suppressed
24Q585,2021-22,88.0,8.16,8.2% of students suspended
24Q600,2021-22,58.0,4.04,4.0% of students suspended
24Q610,2021-22,23.0,1.19,1.2% of students suspended
24Q744,2021-22,,,Data suppressed
25Q020,2021-22,27.0,2.43,2.4% of students suspended
25Q021,2021-22,51.0,4.51,4.5% of students suspended
25Q022,2021-22,,,Data suppressed
25Q024,2021-22,,,Data suppressed
25Q025,2021-22,31.0,3.11,3.1% of students suspended
25Q029,2021-22,12.0,1.7,1.7% of students suspended
25Q032,2021-22,,,Data suppressed
25Q079,2021-22,6.0,0.57,0.6% of students suspended
25Q107,2021-22,,,Data suppressed
25Q120,2021-22,,,Data suppressed
25Q129,2021-22,,,Data suppressed
25Q130,2021-22,0.0,0.0,0.0% of students suspended
25Q154,2021-22,9.0,1.63,1.6% of students suspended
25Q163,2021-22,8.0,0.99,1.0% of students suspended
25Q164,2021-22,13.0,2.27,2.3% of students suspended
25Q165,2021-22,8.0,1.22,1.2% of students suspended
25Q169,2021-22,20.0,5.57,5.6% of students suspended
25Q184,2021-22,0.0,0.0,0.0% of students suspended
25Q185,2021-22,77.0,5.87,5.9% of students suspended
25Q189,2021-22,102.0,15.81,15.8% of students suspended
25Q193,2021-22,0.0,0.0,0.0% of students suspended
25Q194,2021-22,115.0,11.37,11.4% of students suspended
25Q200,2021-22,6.0,1.15,1.1% of students suspended
25Q201,2021-22,27.0,6.59,6.6% of students suspended
25Q209,2021-22,0.0,0.0,0.0% of students suspended
25Q214,2021-22,0.0,0.0,0.0% of students suspended
25Q219,2021-22,7.0,1.2,1.2% of students suspended
25Q237,2021-22,12.0,1.0,1.0% of students suspended
25Q240,2021-22,13.0,2.15,2.1% of students suspended
25Q241,2021-22,,,Data suppressed
25Q242,2021-22,0.0,0.0,0.0% of students suspended
25Q244,2021-22,0.0,0.0,0.0% of students suspended
25Q250,2021-22,35.0,10.67,10.7% of students suspended
25Q252,2021-22,17.0,2.94,2.9% of students suspended
25Q263,2021-22,,,Data suppressed
25Q281,2021-22,20.0,3.03,3.0% of students suspended
25Q285,2021-22,60.0,9.54,9.5% of students suspended
25Q294,2021-22,7.0,1.97,2.0% of students suspended
25Q379,2021-22,17.0,3.63,3.6% of students suspended
25Q425,2021-22,169.0,5.52,5.5% of students suspended
