DBN,school_year,arts_ed_score,arts_ed_score_label,arts_ed_disciplines
29Q492,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
29Q498,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q002,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q010,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q011,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q017,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
30Q069,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q070,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q076,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
30Q078,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
30Q084,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q085,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q092,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q111,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q112,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q122,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q126,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q127,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
30Q141,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q145,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q148,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q149,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q151,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q152,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q166,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q171,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q212,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q222,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q227,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q228,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q230,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q234,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q235,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q258,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q280,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q286,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q291,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q300,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q384,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q398,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
30Q445,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q450,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q502,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q555,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q575,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
30Q580,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R001,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R002,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R003,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R004,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R005,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R006,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R007,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R008,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R009,2020-21,0,0 of 4 disciplines,
31R013,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R016,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R018,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
31R019,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R020,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R021,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R022,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R023,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R024,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R026,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R027,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R029,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R030,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R031,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R032,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R034,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R035,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R036,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R038,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R039,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R041,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R042,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R044,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R045,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R046,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
31R047,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R048,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
31R049,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R050,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R052,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R053,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
31R054,2020-21,1,1 of 4 discipline,Music
31R055,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R056,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R058,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R059,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
31R060,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R061,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R062,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R063,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R064,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R065,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
31R068,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R069,2020-21,2,2 of 4 disciplines,"Dance, Music"
31R075,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R078,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
31R080,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R440,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R445,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R450,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R455,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R470,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R605,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
31R861,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K045,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K075,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K086,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K106,2020-21,2,2 of 4 disciplines,"Dance, Visual Arts"
32K116,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
32K123,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K145,2020-21,1,1 of 4 discipline,Visual Arts
32K151,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K162,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K168,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K274,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K291,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K299,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K347,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K349,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K376,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K377,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K383,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K403,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K549,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K552,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K554,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K562,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
32K564,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K036,2020-21,0,0 of 4 disciplines,
75K053,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K077,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
75K140,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K141,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K231,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K368,2020-21,1,1 of 4 discipline,Visual Arts
75K369,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K370,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K371,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K372,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K373,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K396,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K721,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K753,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K771,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75K811,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75M035,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75M094,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75M138,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75M226,2020-21,1,1 of 4 discipline,Visual Arts
75M401,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75M501,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75M751,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q004,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q023,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q177,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q224,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q233,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q255,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q256,2020-21,1,1 of 4 discipline,Visual Arts
75Q277,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q721,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q811,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75Q993,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75R037,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75R373,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
75R721,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75X010,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
75X017,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75X168,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
75X176,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75X188,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
75X352,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75X721,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75X723,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75X754,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
75X811,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M015,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M020,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
01M034,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
01M063,2024-25,2,2 of 4 disciplines,"Dance, Visual Arts"
01M064,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M110,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M134,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
01M140,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
01M142,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
01M184,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
01M188,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M292,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M315,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
01M332,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M361,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
01M363,2024-25,2,2 of 4 disciplines,"Dance, Music"
01M364,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
01M378,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M448,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M450,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M458,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M515,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M539,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M650,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M696,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
01M839,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M001,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
02M002,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M003,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M006,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M011,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M033,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M040,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M041,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
02M042,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M047,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M051,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M059,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M077,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M089,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
02M104,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M111,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M114,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M116,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M124,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M126,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M130,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
02M131,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M135,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M139,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M150,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M151,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
02M158,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M167,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M177,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M183,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M198,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M212,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M217,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M225,2024-25,2,2 of 4 disciplines,"Theater, Visual Arts"
02M234,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M255,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M260,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M267,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M276,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M280,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M281,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M282,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M288,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M289,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M290,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M294,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M296,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M297,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M298,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M300,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M303,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M305,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M308,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M312,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M313,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M316,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M340,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M343,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M347,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M374,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M376,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M392,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M393,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M394,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M395,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M397,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
02M399,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M400,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M407,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M408,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M411,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M412,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M413,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M414,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M416,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M418,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M419,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M420,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M422,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M425,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M427,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M432,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M437,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M438,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M439,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M442,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M449,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M459,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M475,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M489,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M500,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M507,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M519,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M520,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M527,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
02M529,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
